period,state,stateName,technology,sector,sectorName,capacity,customers,capacity-units,customers-units
2020,NC,North Carolina,All Technologies,TOT,all sectors,188.468,21599,megawatts,number of customers
2020,NC,North Carolina,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,ND,North Dakota,All Technologies,COM,commercial,.137,5,megawatts,number of customers
2020,ND,North Dakota,All Technologies,IND,industrial,.06,2,megawatts,number of customers
2020,ND,North Dakota,All Technologies,RES,residential,.616,68,megawatts,number of customers
2020,ND,North Dakota,All Technologies,TOT,all sectors,.813,75,megawatts,number of customers
2020,ND,North Dakota,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,NE,Nebraska,All Technologies,COM,commercial,1.577,117,megawatts,number of customers
2020,NE,Nebraska,All Technologies,IND,industrial,.57,30,megawatts,number of customers
2020,NE,Nebraska,All Technologies,RES,residential,5.796,636,megawatts,number of customers
2020,NE,Nebraska,All Technologies,TOT,all sectors,7.943,783,megawatts,number of customers
2020,NE,Nebraska,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,NH,New Hampshire,All Technologies,COM,commercial,58.138,945,megawatts,number of customers
2020,NH,New Hampshire,All Technologies,IND,industrial,6.565,47,megawatts,number of customers
2020,NH,New Hampshire,All Technologies,RES,residential,73.505,9840,megawatts,number of customers
2020,NH,New Hampshire,All Technologies,TOT,all sectors,138.208,10832,megawatts,number of customers
2020,NH,New Hampshire,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,NJ,New Jersey,All Technologies,COM,commercial,1088.385,6724,megawatts,number of customers
2020,NJ,New Jersey,All Technologies,IND,industrial,134.331,227,megawatts,number of customers
2020,NJ,New Jersey,All Technologies,RES,residential,934.195,127442,megawatts,number of customers
2020,NJ,New Jersey,All Technologies,TOT,all sectors,2156.911,134393,megawatts,number of customers
2020,NJ,New Jersey,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,NM,New Mexico,All Technologies,COM,commercial,72.843,1300,megawatts,number of customers
2020,NM,New Mexico,All Technologies,IND,industrial,.451,3,megawatts,number of customers
2020,NM,New Mexico,All Technologies,RES,residential,151.032,31238,megawatts,number of customers
2020,NM,New Mexico,All Technologies,TOT,all sectors,224.325,32541,megawatts,number of customers
2020,NM,New Mexico,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,NV,Nevada,All Technologies,COM,commercial,69.438,945,megawatts,number of customers
2020,NV,Nevada,All Technologies,IND,industrial,19.542,96,megawatts,number of customers
2020,NV,Nevada,All Technologies,RES,residential,438.823,64037,megawatts,number of customers
2020,NV,Nevada,All Technologies,TOT,all sectors,527.803,65078,megawatts,number of customers
2020,NV,Nevada,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,NY,New York,All Technologies,COM,commercial,1231.648,8468,megawatts,number of customers
2020,NY,New York,All Technologies,IND,industrial,13.066,35,megawatts,number of customers
2020,NY,New York,All Technologies,RES,residential,926.315,137065,megawatts,number of customers
2020,NY,New York,All Technologies,TOT,all sectors,2171.029,145568,megawatts,number of customers
2020,NY,New York,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,OH,Ohio,All Technologies,COM,commercial,118.947,1090,megawatts,number of customers
2020,OH,Ohio,All Technologies,IND,industrial,64.652,73,megawatts,number of customers
2020,OH,Ohio,All Technologies,RES,residential,83.666,10495,megawatts,number of customers
2020,OH,Ohio,All Technologies,TOT,all sectors,267.265,11658,megawatts,number of customers
2020,OH,Ohio,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,OK,Oklahoma,All Technologies,COM,commercial,17.112,2026,megawatts,number of customers
2020,OK,Oklahoma,All Technologies,IND,industrial,1.272,26,megawatts,number of customers
2020,OK,Oklahoma,All Technologies,RES,residential,23.996,5188,megawatts,number of customers
2020,OK,Oklahoma,All Technologies,TOT,all sectors,42.38,7240,megawatts,number of customers
2020,OK,Oklahoma,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,OR,Oregon,All Technologies,COM,commercial,66.016,1864,megawatts,number of customers
2020,OR,Oregon,All Technologies,IND,industrial,12.109,236,megawatts,number of customers
2020,OR,Oregon,All Technologies,RES,residential,106.536,21189,megawatts,number of customers
2020,OR,Oregon,All Technologies,TOT,all sectors,184.658,23289,megawatts,number of customers
2020,OR,Oregon,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,PA,Pennsylvania,All Technologies,COM,commercial,206.496,1958,megawatts,number of customers
2020,PA,Pennsylvania,All Technologies,IND,industrial,84.423,146,megawatts,number of customers
2020,PA,Pennsylvania,All Technologies,RES,residential,273.867,34485,megawatts,number of customers
2020,PA,Pennsylvania,All Technologies,TOT,all sectors,564.786,36589,megawatts,number of customers
2020,PA,Pennsylvania,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,RI,Rhode Island,All Technologies,COM,commercial,184.254,363,megawatts,number of customers
2020,RI,Rhode Island,All Technologies,IND,industrial,.636,4,megawatts,number of customers
2020,RI,Rhode Island,All Technologies,RES,residential,32.605,5038,megawatts,number of customers
2020,RI,Rhode Island,All Technologies,TOT,all sectors,217.495,5405,megawatts,number of customers
2020,RI,Rhode Island,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,SC,South Carolina,All Technologies,COM,commercial,28.242,456,megawatts,number of customers
2020,SC,South Carolina,All Technologies,IND,industrial,18.422,49,megawatts,number of customers
2020,SC,South Carolina,All Technologies,RES,residential,193.984,25388,megawatts,number of customers
2020,SC,South Carolina,All Technologies,TOT,all sectors,240.648,25893,megawatts,number of customers
2020,SC,South Carolina,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,SD,South Dakota,All Technologies,COM,commercial,.352,16,megawatts,number of customers
2020,SD,South Dakota,All Technologies,IND,industrial,0,0,megawatts,number of customers
2020,SD,South Dakota,All Technologies,RES,residential,.598,92,megawatts,number of customers
2020,SD,South Dakota,All Technologies,TOT,all sectors,.95,108,megawatts,number of customers
2020,SD,South Dakota,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,TN,Tennessee,All Technologies,COM,commercial,.889,10,megawatts,number of customers
2020,TN,Tennessee,All Technologies,IND,industrial,0,0,megawatts,number of customers
2020,TN,Tennessee,All Technologies,RES,residential,.177,25,megawatts,number of customers
2020,TN,Tennessee,All Technologies,TOT,all sectors,1.066,35,megawatts,number of customers
2020,TN,Tennessee,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,TX,Texas,All Technologies,COM,commercial,86.432,1655,megawatts,number of customers
2020,TX,Texas,All Technologies,IND,industrial,1.652,17,megawatts,number of customers
2020,TX,Texas,All Technologies,RES,residential,406.809,64468,megawatts,number of customers
2020,TX,Texas,All Technologies,TOT,all sectors,494.893,66140,megawatts,number of customers
2020,TX,Texas,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,US,United States,All Technologies,COM,commercial,9475.582,103746,megawatts,number of customers
2020,US,United States,All Technologies,IND,industrial,2223.853,7866,megawatts,number of customers
2020,US,United States,All Technologies,RES,residential,16583.921,2690115,megawatts,number of customers
2020,US,United States,All Technologies,TOT,all sectors,28283.355,2801727,megawatts,number of customers
2020,US,United States,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,UT,Utah,All Technologies,COM,commercial,59.542,1323,megawatts,number of customers
2020,UT,Utah,All Technologies,IND,industrial,6.067,92,megawatts,number of customers
2020,UT,Utah,All Technologies,RES,residential,260.88,47796,megawatts,number of customers
2020,UT,Utah,All Technologies,TOT,all sectors,326.488,49211,megawatts,number of customers
2020,UT,Utah,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,VA,Virginia,All Technologies,COM,commercial,57.25,793,megawatts,number of customers
2020,VA,Virginia,All Technologies,IND,industrial,1.815,19,megawatts,number of customers
2020,VA,Virginia,All Technologies,RES,residential,112.32,16879,megawatts,number of customers
2020,VA,Virginia,All Technologies,TOT,all sectors,171.385,17691,megawatts,number of customers
2020,VA,Virginia,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,VT,Vermont,All Technologies,COM,commercial,51.584,640,megawatts,number of customers
2020,VT,Vermont,All Technologies,IND,industrial,.235,5,megawatts,number of customers
2020,VT,Vermont,All Technologies,RES,residential,79.629,8532,megawatts,number of customers
2020,VT,Vermont,All Technologies,TOT,all sectors,131.448,9177,megawatts,number of customers
2020,VT,Vermont,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,WA,Washington,All Technologies,COM,commercial,27.536,1479,megawatts,number of customers
2020,WA,Washington,All Technologies,IND,industrial,.41,16,megawatts,number of customers
2020,WA,Washington,All Technologies,RES,residential,171.15,27685,megawatts,number of customers
2020,WA,Washington,All Technologies,TOT,all sectors,199.097,29180,megawatts,number of customers
2020,WA,Washington,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,WI,Wisconsin,All Technologies,COM,commercial,48.558,1321,megawatts,number of customers
2020,WI,Wisconsin,All Technologies,IND,industrial,13.332,94,megawatts,number of customers
2020,WI,Wisconsin,All Technologies,RES,residential,40.196,6878,megawatts,number of customers
2020,WI,Wisconsin,All Technologies,TOT,all sectors,102.086,8293,megawatts,number of customers
2020,WI,Wisconsin,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,WV,West Virginia,All Technologies,COM,commercial,3.402,146,megawatts,number of customers
2020,WV,West Virginia,All Technologies,IND,industrial,.058,2,megawatts,number of customers
2020,WV,West Virginia,All Technologies,RES,residential,7.703,1066,megawatts,number of customers
2020,WV,West Virginia,All Technologies,TOT,all sectors,11.163,1214,megawatts,number of customers
2020,WV,West Virginia,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2020,WY,Wyoming,All Technologies,COM,commercial,1.709,129,megawatts,number of customers
2020,WY,Wyoming,All Technologies,IND,industrial,.238,9,megawatts,number of customers
2020,WY,Wyoming,All Technologies,RES,residential,7.391,1354,megawatts,number of customers
2020,WY,Wyoming,All Technologies,TOT,all sectors,9.337,1492,megawatts,number of customers
2020,WY,Wyoming,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,AK,Alaska,All Technologies,COM,commercial,1.218,141,megawatts,number of customers
2019,AK,Alaska,All Technologies,IND,industrial,.043,4,megawatts,number of customers
2019,AK,Alaska,All Technologies,RES,residential,4.328,1022,megawatts,number of customers
2019,AK,Alaska,All Technologies,TOT,all sectors,5.589,1167,megawatts,number of customers
2019,AK,Alaska,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,AK,Alaska,Other Technologies,COM,commercial,.004,1,megawatts,number of customers
2019,AK,Alaska,Other Technologies,IND,industrial,,,megawatts,number of customers
2019,AK,Alaska,Other Technologies,RES,residential,.048,7,megawatts,number of customers
2019,AK,Alaska,Other Technologies,TOT,all sectors,.052,8,megawatts,number of customers
2019,AK,Alaska,Other Technologies,TRN,transportation,,,megawatts,number of customers
2019,AK,Alaska,Photovoltaic,COM,commercial,1.161,127,megawatts,number of customers
2019,AK,Alaska,Photovoltaic,IND,industrial,.043,4,megawatts,number of customers
2019,AK,Alaska,Photovoltaic,RES,residential,4.114,965,megawatts,number of customers
2019,AK,Alaska,Photovoltaic,TOT,all sectors,5.318,1096,megawatts,number of customers
2019,AK,Alaska,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,AK,Alaska,Wind,COM,commercial,.053,13,megawatts,number of customers
2019,AK,Alaska,Wind,IND,industrial,0,0,megawatts,number of customers
2019,AK,Alaska,Wind,RES,residential,.166,50,megawatts,number of customers
2019,AK,Alaska,Wind,TOT,all sectors,.219,63,megawatts,number of customers
2019,AK,Alaska,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,AL,Alabama,All Technologies,COM,commercial,.1,5,megawatts,number of customers
2019,AL,Alabama,All Technologies,IND,industrial,0,0,megawatts,number of customers
2019,AL,Alabama,All Technologies,RES,residential,.112,31,megawatts,number of customers
2019,AL,Alabama,All Technologies,TOT,all sectors,.212,36,megawatts,number of customers
2019,AL,Alabama,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,AL,Alabama,Other Technologies,COM,commercial,,,megawatts,number of customers
2019,AL,Alabama,Other Technologies,IND,industrial,,,megawatts,number of customers
2019,AL,Alabama,Other Technologies,RES,residential,,,megawatts,number of customers
2019,AL,Alabama,Other Technologies,TOT,all sectors,0,0,megawatts,number of customers
2019,AL,Alabama,Other Technologies,TRN,transportation,,,megawatts,number of customers
2019,AL,Alabama,Photovoltaic,COM,commercial,.1,5,megawatts,number of customers
2019,AL,Alabama,Photovoltaic,IND,industrial,,,megawatts,number of customers
2019,AL,Alabama,Photovoltaic,RES,residential,.111,30,megawatts,number of customers
2019,AL,Alabama,Photovoltaic,TOT,all sectors,.211,35,megawatts,number of customers
2019,AL,Alabama,Photovoltaic,TRN,transportation,,,megawatts,number of customers
2019,AL,Alabama,Wind,COM,commercial,,,megawatts,number of customers
2019,AL,Alabama,Wind,IND,industrial,,,megawatts,number of customers
2019,AL,Alabama,Wind,RES,residential,.001,1,megawatts,number of customers
2019,AL,Alabama,Wind,TOT,all sectors,.001,1,megawatts,number of customers
2019,AL,Alabama,Wind,TRN,transportation,,,megawatts,number of customers
2019,AR,Arkansas,All Technologies,COM,commercial,9.018,124,megawatts,number of customers
2019,AR,Arkansas,All Technologies,IND,industrial,12.22,17,megawatts,number of customers
2019,AR,Arkansas,All Technologies,RES,residential,16.613,2118,megawatts,number of customers
2019,AR,Arkansas,All Technologies,TOT,all sectors,37.852,2259,megawatts,number of customers
2019,AR,Arkansas,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,AR,Arkansas,Other Technologies,COM,commercial,0,0,megawatts,number of customers
2019,AR,Arkansas,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,AR,Arkansas,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,AR,Arkansas,Other Technologies,TOT,all sectors,0,0,megawatts,number of customers
2019,AR,Arkansas,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,AR,Arkansas,Photovoltaic,COM,commercial,8.779,115,megawatts,number of customers
2019,AR,Arkansas,Photovoltaic,IND,industrial,12.214,15,megawatts,number of customers
2019,AR,Arkansas,Photovoltaic,RES,residential,16.509,2098,megawatts,number of customers
2019,AR,Arkansas,Photovoltaic,TOT,all sectors,37.503,2228,megawatts,number of customers
2019,AR,Arkansas,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,AR,Arkansas,Wind,COM,commercial,.017,5,megawatts,number of customers
2019,AR,Arkansas,Wind,IND,industrial,.006,2,megawatts,number of customers
2019,AR,Arkansas,Wind,RES,residential,.068,17,megawatts,number of customers
2019,AR,Arkansas,Wind,TOT,all sectors,.091,24,megawatts,number of customers
2019,AR,Arkansas,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,AZ,Arizona,All Technologies,COM,commercial,463.022,3903,megawatts,number of customers
2019,AZ,Arizona,All Technologies,IND,industrial,6.63,3,megawatts,number of customers
2019,AZ,Arizona,All Technologies,RES,residential,1034.076,160090,megawatts,number of customers
2019,AZ,Arizona,All Technologies,TOT,all sectors,1503.728,163996,megawatts,number of customers
2019,AZ,Arizona,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,AZ,Arizona,Other Technologies,COM,commercial,0,0,megawatts,number of customers
2019,AZ,Arizona,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,AZ,Arizona,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,AZ,Arizona,Other Technologies,TOT,all sectors,0,0,megawatts,number of customers
2019,AZ,Arizona,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,AZ,Arizona,Photovoltaic,COM,commercial,456.562,3802,megawatts,number of customers
2019,AZ,Arizona,Photovoltaic,IND,industrial,6.63,3,megawatts,number of customers
2019,AZ,Arizona,Photovoltaic,RES,residential,1028.371,157951,megawatts,number of customers
2019,AZ,Arizona,Photovoltaic,TOT,all sectors,1491.562,161756,megawatts,number of customers
2019,AZ,Arizona,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,AZ,Arizona,Wind,COM,commercial,.148,15,megawatts,number of customers
2019,AZ,Arizona,Wind,IND,industrial,0,0,megawatts,number of customers
2019,AZ,Arizona,Wind,RES,residential,.564,217,megawatts,number of customers
2019,AZ,Arizona,Wind,TOT,all sectors,.712,232,megawatts,number of customers
2019,AZ,Arizona,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,CA,California,All Technologies,COM,commercial,2238.559,26950,megawatts,number of customers
2019,CA,California,All Technologies,IND,industrial,1410.951,4863,megawatts,number of customers
2019,CA,California,All Technologies,RES,residential,5851.876,1072931,megawatts,number of customers
2019,CA,California,All Technologies,TOT,all sectors,9501.386,1104744,megawatts,number of customers
2019,CA,California,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,CA,California,Other Technologies,COM,commercial,65.7,214,megawatts,number of customers
2019,CA,California,Other Technologies,IND,industrial,196.931,306,megawatts,number of customers
2019,CA,California,Other Technologies,RES,residential,.946,103,megawatts,number of customers
2019,CA,California,Other Technologies,TOT,all sectors,263.577,623,megawatts,number of customers
2019,CA,California,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,CA,California,Photovoltaic,COM,commercial,2130.146,24548,megawatts,number of customers
2019,CA,California,Photovoltaic,IND,industrial,1187.26,4494,megawatts,number of customers
2019,CA,California,Photovoltaic,RES,residential,5810.924,1065634,megawatts,number of customers
2019,CA,California,Photovoltaic,TOT,all sectors,9128.33,1094676,megawatts,number of customers
2019,CA,California,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,CA,California,Wind,COM,commercial,5.632,61,megawatts,number of customers
2019,CA,California,Wind,IND,industrial,21.353,48,megawatts,number of customers
2019,CA,California,Wind,RES,residential,3.268,469,megawatts,number of customers
2019,CA,California,Wind,TOT,all sectors,30.253,578,megawatts,number of customers
2019,CA,California,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,CO,Colorado,All Technologies,COM,commercial,123.26,3826,megawatts,number of customers
2019,CO,Colorado,All Technologies,IND,industrial,5.219,43,megawatts,number of customers
2019,CO,Colorado,All Technologies,RES,residential,264.665,53519,megawatts,number of customers
2019,CO,Colorado,All Technologies,TOT,all sectors,393.144,57388,megawatts,number of customers
2019,CO,Colorado,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,CO,Colorado,Other Technologies,COM,commercial,.417,12,megawatts,number of customers
2019,CO,Colorado,Other Technologies,IND,industrial,2.134,6,megawatts,number of customers
2019,CO,Colorado,Other Technologies,RES,residential,.069,17,megawatts,number of customers
2019,CO,Colorado,Other Technologies,TOT,all sectors,2.62,35,megawatts,number of customers
2019,CO,Colorado,Other Technologies,TRN,transportation,,,megawatts,number of customers
2019,CO,Colorado,Photovoltaic,COM,commercial,119.3,3723,megawatts,number of customers
2019,CO,Colorado,Photovoltaic,IND,industrial,1.285,36,megawatts,number of customers
2019,CO,Colorado,Photovoltaic,RES,residential,262.034,52497,megawatts,number of customers
2019,CO,Colorado,Photovoltaic,TOT,all sectors,382.619,56256,megawatts,number of customers
2019,CO,Colorado,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,CO,Colorado,Wind,COM,commercial,.327,14,megawatts,number of customers
2019,CO,Colorado,Wind,IND,industrial,1.8,1,megawatts,number of customers
2019,CO,Colorado,Wind,RES,residential,.467,127,megawatts,number of customers
2019,CO,Colorado,Wind,TOT,all sectors,2.594,142,megawatts,number of customers
2019,CO,Colorado,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,CT,Connecticut,All Technologies,COM,commercial,251.771,1979,megawatts,number of customers
2019,CT,Connecticut,All Technologies,IND,industrial,33.039,107,megawatts,number of customers
2019,CT,Connecticut,All Technologies,RES,residential,304.02,43492,megawatts,number of customers
2019,CT,Connecticut,All Technologies,TOT,all sectors,588.83,45578,megawatts,number of customers
2019,CT,Connecticut,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,CT,Connecticut,Other Technologies,COM,commercial,33.918,71,megawatts,number of customers
2019,CT,Connecticut,Other Technologies,IND,industrial,8.335,17,megawatts,number of customers
2019,CT,Connecticut,Other Technologies,RES,residential,.197,18,megawatts,number of customers
2019,CT,Connecticut,Other Technologies,TOT,all sectors,42.45,106,megawatts,number of customers
2019,CT,Connecticut,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,CT,Connecticut,Photovoltaic,COM,commercial,179.795,1661,megawatts,number of customers
2019,CT,Connecticut,Photovoltaic,IND,industrial,24.604,89,megawatts,number of customers
2019,CT,Connecticut,Photovoltaic,RES,residential,303.737,43457,megawatts,number of customers
2019,CT,Connecticut,Photovoltaic,TOT,all sectors,508.136,45207,megawatts,number of customers
2019,CT,Connecticut,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,CT,Connecticut,Wind,COM,commercial,.055,6,megawatts,number of customers
2019,CT,Connecticut,Wind,IND,industrial,.1,1,megawatts,number of customers
2019,CT,Connecticut,Wind,RES,residential,.086,17,megawatts,number of customers
2019,CT,Connecticut,Wind,TOT,all sectors,.241,24,megawatts,number of customers
2019,CT,Connecticut,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,DC,District of Columbia,All Technologies,COM,commercial,33.537,497,megawatts,number of customers
2019,DC,District of Columbia,All Technologies,IND,industrial,0,0,megawatts,number of customers
2019,DC,District of Columbia,All Technologies,RES,residential,34.013,6195,megawatts,number of customers
2019,DC,District of Columbia,All Technologies,TOT,all sectors,67.55,6692,megawatts,number of customers
2019,DC,District of Columbia,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,DC,District of Columbia,Other Technologies,COM,commercial,,,megawatts,number of customers
2019,DC,District of Columbia,Other Technologies,IND,industrial,,,megawatts,number of customers
2019,DC,District of Columbia,Other Technologies,RES,residential,,,megawatts,number of customers
2019,DC,District of Columbia,Other Technologies,TOT,all sectors,0,0,megawatts,number of customers
2019,DC,District of Columbia,Other Technologies,TRN,transportation,,,megawatts,number of customers
2019,DC,District of Columbia,Photovoltaic,COM,commercial,33.388,494,megawatts,number of customers
2019,DC,District of Columbia,Photovoltaic,IND,industrial,0,0,megawatts,number of customers
2019,DC,District of Columbia,Photovoltaic,RES,residential,33.999,6194,megawatts,number of customers
2019,DC,District of Columbia,Photovoltaic,TOT,all sectors,67.387,6688,megawatts,number of customers
2019,DC,District of Columbia,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,DC,District of Columbia,Wind,COM,commercial,,,megawatts,number of customers
2019,DC,District of Columbia,Wind,IND,industrial,,,megawatts,number of customers
2019,DC,District of Columbia,Wind,RES,residential,,,megawatts,number of customers
2019,DC,District of Columbia,Wind,TOT,all sectors,0,0,megawatts,number of customers
2019,DC,District of Columbia,Wind,TRN,transportation,,,megawatts,number of customers
2019,DE,Delaware,All Technologies,COM,commercial,26.744,435,megawatts,number of customers
2019,DE,Delaware,All Technologies,IND,industrial,5.048,24,megawatts,number of customers
2019,DE,Delaware,All Technologies,RES,residential,58.081,7817,megawatts,number of customers
2019,DE,Delaware,All Technologies,TOT,all sectors,89.873,8276,megawatts,number of customers
2019,DE,Delaware,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,DE,Delaware,Other Technologies,COM,commercial,1,2,megawatts,number of customers
2019,DE,Delaware,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,DE,Delaware,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,DE,Delaware,Other Technologies,TOT,all sectors,1,2,megawatts,number of customers
2019,DE,Delaware,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,DE,Delaware,Photovoltaic,COM,commercial,25.732,429,megawatts,number of customers
2019,DE,Delaware,Photovoltaic,IND,industrial,5.048,24,megawatts,number of customers
2019,DE,Delaware,Photovoltaic,RES,residential,58.038,7805,megawatts,number of customers
2019,DE,Delaware,Photovoltaic,TOT,all sectors,88.818,8258,megawatts,number of customers
2019,DE,Delaware,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,DE,Delaware,Wind,COM,commercial,.012,4,megawatts,number of customers
2019,DE,Delaware,Wind,IND,industrial,0,0,megawatts,number of customers
2019,DE,Delaware,Wind,RES,residential,.043,12,megawatts,number of customers
2019,DE,Delaware,Wind,TOT,all sectors,.055,16,megawatts,number of customers
2019,DE,Delaware,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,FL,Florida,All Technologies,COM,commercial,98.985,2796,megawatts,number of customers
2019,FL,Florida,All Technologies,IND,industrial,12.214,52,megawatts,number of customers
2019,FL,Florida,All Technologies,RES,residential,411.454,57580,megawatts,number of customers
2019,FL,Florida,All Technologies,TOT,all sectors,522.651,60428,megawatts,number of customers
2019,FL,Florida,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,FL,Florida,Other Technologies,COM,commercial,2.476,33,megawatts,number of customers
2019,FL,Florida,Other Technologies,IND,industrial,6.298,12,megawatts,number of customers
2019,FL,Florida,Other Technologies,RES,residential,11.055,1465,megawatts,number of customers
2019,FL,Florida,Other Technologies,TOT,all sectors,19.829,1510,megawatts,number of customers
2019,FL,Florida,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,FL,Florida,Photovoltaic,COM,commercial,80.325,2535,megawatts,number of customers
2019,FL,Florida,Photovoltaic,IND,industrial,5.916,40,megawatts,number of customers
2019,FL,Florida,Photovoltaic,RES,residential,400.247,56061,megawatts,number of customers
2019,FL,Florida,Photovoltaic,TOT,all sectors,486.486,58636,megawatts,number of customers
2019,FL,Florida,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,FL,Florida,Wind,COM,commercial,.063,13,megawatts,number of customers
2019,FL,Florida,Wind,IND,industrial,0,0,megawatts,number of customers
2019,FL,Florida,Wind,RES,residential,.044,11,megawatts,number of customers
2019,FL,Florida,Wind,TOT,all sectors,.107,24,megawatts,number of customers
2019,FL,Florida,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,GA,Georgia,All Technologies,COM,commercial,5.968,102,megawatts,number of customers
2019,GA,Georgia,All Technologies,IND,industrial,.683,4,megawatts,number of customers
2019,GA,Georgia,All Technologies,RES,residential,17.605,4432,megawatts,number of customers
2019,GA,Georgia,All Technologies,TOT,all sectors,24.256,4538,megawatts,number of customers
2019,GA,Georgia,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,GA,Georgia,Other Technologies,COM,commercial,.05,1,megawatts,number of customers
2019,GA,Georgia,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,GA,Georgia,Other Technologies,RES,residential,.007,1,megawatts,number of customers
2019,GA,Georgia,Other Technologies,TOT,all sectors,.057,2,megawatts,number of customers
2019,GA,Georgia,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,GA,Georgia,Photovoltaic,COM,commercial,5.918,101,megawatts,number of customers
2019,GA,Georgia,Photovoltaic,IND,industrial,.683,4,megawatts,number of customers
2019,GA,Georgia,Photovoltaic,RES,residential,6.482,994,megawatts,number of customers
2019,GA,Georgia,Photovoltaic,TOT,all sectors,13.083,1099,megawatts,number of customers
2019,GA,Georgia,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,GA,Georgia,Wind,COM,commercial,0,0,megawatts,number of customers
2019,GA,Georgia,Wind,IND,industrial,0,0,megawatts,number of customers
2019,GA,Georgia,Wind,RES,residential,0,0,megawatts,number of customers
2019,GA,Georgia,Wind,TOT,all sectors,0,0,megawatts,number of customers
2019,GA,Georgia,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,HI,Hawaii,All Technologies,COM,commercial,118.804,3645,megawatts,number of customers
2019,HI,Hawaii,All Technologies,IND,industrial,1.682,36,megawatts,number of customers
2019,HI,Hawaii,All Technologies,RES,residential,402.058,79337,megawatts,number of customers
2019,HI,Hawaii,All Technologies,TOT,all sectors,522.544,83018,megawatts,number of customers
